<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ALRS,D,20220620,000000,68.0100000,69.9000000,68.0100000,69.7800000,5137880
ALRS,D,20220621,000000,69.9100000,70.2800000,68.4000000,68.8000000,6025400
ALRS,D,20220622,000000,68.3000000,68.8000000,66.6600000,67.3300000,4721210
ALRS,D,20220623,000000,67.7800000,69.4700000,67.3700000,68.8300000,5289030
ALRS,D,20220624,000000,69.2000000,71.6000000,68.7100000,71.2600000,6413470
ALRS,D,20220627,000000,71.5000000,74.7200000,70.7100000,74.7200000,7152400
ALRS,D,20220628,000000,74.3200000,74.7500000,70.2100000,72.5700000,13548620
ALRS,D,20220629,000000,72.1900000,72.9200000,70.6600000,70.8100000,5093770
ALRS,D,20220630,000000,71.2900000,72.0000000,67.5100000,67.7000000,9843960
ALRS,D,20220701,000000,67.4700000,67.4800000,65.9000000,66.2400000,12657280
ALRS,D,20220704,000000,66.2300000,66.5000000,64.1600000,64.5500000,8777520
ALRS,D,20220705,000000,64.0800000,65.2000000,63.0000000,64.9900000,10803000
ALRS,D,20220706,000000,64.9600000,66.3000000,64.6700000,64.9600000,8584670
ALRS,D,20220707,000000,65.0000000,65.8400000,64.5300000,65.3500000,4279520
ALRS,D,20220708,000000,65.4700000,66.8400000,64.9500000,66.8400000,4637970
ALRS,D,20220711,000000,66.8200000,66.8400000,65.1100000,65.1100000,3815410
ALRS,D,20220712,000000,65.1000000,65.1800000,63.5200000,65.1800000,4182760
ALRS,D,20220713,000000,65.1800000,65.1900000,63.6200000,63.7000000,3657820
ALRS,D,20220714,000000,63.7000000,64.2500000,62.6600000,63.0800000,5209890
ALRS,D,20220715,000000,63.3300000,63.7600000,61.5200000,63.7600000,6154620
ALRS,D,20220718,000000,63.5300000,63.7200000,62.4000000,62.5300000,2932400
ALRS,D,20220719,000000,62.5500000,62.7000000,60.1500000,60.5000000,5964560
ALRS,D,20220720,000000,60.6800000,61.1800000,60.2100000,60.8400000,3431950
ALRS,D,20220721,000000,60.8400000,61.8800000,59.2500000,61.3000000,5947210
ALRS,D,20220722,000000,61.3100000,62.9600000,60.8700000,62.8500000,4309560
ALRS,D,20220725,000000,62.8600000,63.3500000,61.7500000,63.0000000,3068820
ALRS,D,20220726,000000,63.0500000,64.1700000,62.6700000,64.1000000,3232250
ALRS,D,20220727,000000,64.1000000,64.8800000,63.8500000,64.5100000,4418310
ALRS,D,20220728,000000,64.8300000,65.0900000,63.2000000,65.0000000,5450500
ALRS,D,20220729,000000,65.0900000,65.4700000,63.4000000,64.5000000,6082070
ALRS,D,20220801,000000,64.5000000,64.7000000,62.2600000,64.5100000,16162650
ALRS,D,20220802,000000,64.3200000,65.3300000,63.5000000,64.4600000,9439600
ALRS,D,20220803,000000,64.1800000,65.0000000,62.6000000,62.8600000,6223220
ALRS,D,20220804,000000,62.8300000,63.9700000,61.6800000,61.9500000,5427850
ALRS,D,20220805,000000,61.9400000,62.5300000,60.1100000,61.2100000,7054940
ALRS,D,20220808,000000,62.6600000,63.4700000,61.8000000,61.8000000,3234190
ALRS,D,20220809,000000,62.0000000,62.9700000,61.1600000,62.7100000,2777550
ALRS,D,20220810,000000,62.9400000,64.0000000,62.3300000,63.6900000,4083650
ALRS,D,20220811,000000,63.8800000,64.9900000,62.9000000,62.9700000,6251950
ALRS,D,20220812,000000,63.0500000,64.7000000,62.7000000,64.5500000,3993570
ALRS,D,20220815,000000,64.5600000,65.0000000,63.5100000,64.5000000,4066670
ALRS,D,20220816,000000,64.6200000,67.3000000,64.6000000,67.2900000,10097690
ALRS,D,20220817,000000,67.7400000,68.0000000,65.8000000,67.0000000,7288380
ALRS,D,20220818,000000,67.0700000,67.5900000,66.4000000,67.5600000,3376100
ALRS,D,20220819,000000,67.5800000,67.8500000,66.6400000,66.7700000,3352010
ALRS,D,20220822,000000,66.9000000,68.5000000,65.5500000,68.2000000,6122410
ALRS,D,20220823,000000,68.2100000,70.3400000,67.7100000,69.7400000,8310230
ALRS,D,20220824,000000,70.3800000,71.8000000,70.1500000,71.3000000,12860510
ALRS,D,20220825,000000,71.4300000,72.7400000,70.0200000,70.5200000,10997100
ALRS,D,20220826,000000,70.5500000,72.0000000,70.5500000,72.0000000,4863690
ALRS,D,20220829,000000,72.0000000,72.6600000,71.3400000,72.0000000,5392260
ALRS,D,20220830,000000,72.2700000,72.7000000,70.5600000,70.8100000,5405140
ALRS,D,20220831,000000,71.9500000,73.2800000,70.9200000,73.1000000,7306900
ALRS,D,20220901,000000,73.3200000,73.8800000,72.0000000,72.1500000,6882670
ALRS,D,20220902,000000,72.4300000,74.2800000,72.2000000,74.2200000,6665630
ALRS,D,20220905,000000,74.5000000,75.0500000,73.5100000,74.9000000,4583790
ALRS,D,20220906,000000,75.0400000,76.6400000,71.2200000,73.6200000,13748730
ALRS,D,20220907,000000,73.6000000,74.4000000,72.5900000,73.4800000,5005360
ALRS,D,20220908,000000,73.6000000,73.8600000,71.3000000,71.5100000,4966760
ALRS,D,20220909,000000,71.7600000,75.7000000,71.5800000,75.1900000,16012410
ALRS,D,20220912,000000,74.9000000,77.2000000,74.4200000,77.1000000,13682230
ALRS,D,20220913,000000,77.1300000,77.7200000,75.9800000,76.3200000,10286330
ALRS,D,20220914,000000,76.1200000,78.7400000,74.8500000,78.4800000,16176450
ALRS,D,20220915,000000,78.5600000,79.6000000,77.2400000,77.7300000,15767420
ALRS,D,20220916,000000,77.9000000,78.1000000,77.1000000,77.8000000,5823070
ALRS,D,20220919,000000,77.8300000,78.4000000,76.3000000,76.9300000,6027650
ALRS,D,20220920,000000,76.8900000,77.1400000,69.2100000,71.3200000,19392220
ALRS,D,20220921,000000,66.2100000,70.6300000,65.1000000,66.9400000,13911890
ALRS,D,20220922,000000,66.3600000,70.5000000,66.0200000,68.5000000,10940860
ALRS,D,20220923,000000,68.5500000,68.7000000,65.3100000,65.6300000,11863330
ALRS,D,20220926,000000,63.1100000,64.6000000,57.0100000,58.9000000,16807820
ALRS,D,20220927,000000,59.3100000,62.8900000,58.1000000,61.3900000,9205210
ALRS,D,20220928,000000,61.4300000,62.4600000,59.6200000,61.2500000,7297390
ALRS,D,20220929,000000,60.8000000,61.2800000,58.1000000,59.6700000,10973860
ALRS,D,20220930,000000,59.9800000,60.9900000,56.7600000,59.9900000,11008210
ALRS,D,20221003,000000,60.0100000,64.9800000,59.8000000,64.5100000,14122350
ALRS,D,20221004,000000,64.9500000,65.8500000,63.6100000,64.8400000,10401010
ALRS,D,20221005,000000,64.8400000,69.9000000,61.6500000,69.1000000,38106730
ALRS,D,20221006,000000,69.5400000,70.0200000,67.0100000,67.0600000,16952210
ALRS,D,20221007,000000,66.7200000,66.8500000,62.7000000,63.8300000,13991450
ALRS,D,20221010,000000,60.8300000,65.9800000,60.4500000,65.5600000,8660250
ALRS,D,20221011,000000,65.6500000,69.0000000,64.9500000,67.8800000,13903990
ALRS,D,20221012,000000,68.5600000,68.7700000,66.0200000,66.1100000,8456370
ALRS,D,20221013,000000,66.0800000,66.8100000,65.5000000,66.4200000,4337330
ALRS,D,20221014,000000,66.4800000,66.9600000,66.2000000,66.7300000,3723090
ALRS,D,20221017,000000,66.8000000,69.2800000,66.8000000,69.1100000,6556870
ALRS,D,20221018,000000,69.1900000,69.7600000,67.0000000,67.6500000,7823310
ALRS,D,20221019,000000,67.0000000,67.7000000,64.7000000,66.2500000,12813330
ALRS,D,20221020,000000,66.3100000,66.6600000,65.5100000,66.0500000,10326860
ALRS,D,20221021,000000,66.3100000,66.3100000,64.5000000,65.8500000,9355770
ALRS,D,20221024,000000,66.4400000,66.8800000,65.0000000,65.8400000,9846740
ALRS,D,20221025,000000,66.0200000,67.3000000,65.5300000,66.9600000,14487780
ALRS,D,20221026,000000,67.1100000,67.4000000,65.5800000,66.3600000,9923370
ALRS,D,20221027,000000,66.4400000,67.7000000,66.0200000,67.0300000,17229820
ALRS,D,20221028,000000,66.9000000,67.3400000,65.8000000,66.4000000,11103790
ALRS,D,20221031,000000,66.5600000,67.2000000,65.5200000,66.0700000,6955220
ALRS,D,20221101,000000,66.1700000,66.3200000,65.5500000,66.3100000,5723450
ALRS,D,20221102,000000,66.4000000,66.5500000,63.5000000,65.0400000,6502090
ALRS,D,20221103,000000,64.9300000,65.4400000,64.1200000,65.4100000,5788870
ALRS,D,20221107,000000,65.8200000,66.4800000,65.4100000,66.3000000,9676640
ALRS,D,20221108,000000,66.4700000,66.5700000,65.0300000,65.9300000,7277730
ALRS,D,20221109,000000,65.9300000,67.8700000,64.5100000,65.4000000,16698550
ALRS,D,20221110,000000,65.6400000,67.2300000,64.7100000,67.1500000,12111520
ALRS,D,20221111,000000,67.2700000,69.2400000,66.5500000,68.6100000,21531920
ALRS,D,20221114,000000,68.5100000,69.7000000,67.3000000,68.5900000,11384490
ALRS,D,20221115,000000,68.6500000,69.0700000,64.7100000,66.3100000,12801970
ALRS,D,20221116,000000,66.9600000,68.0000000,66.2800000,67.7700000,6262130
ALRS,D,20221117,000000,67.8400000,68.1800000,66.2700000,66.8500000,5666750
ALRS,D,20221118,000000,66.9000000,66.9000000,66.0600000,66.5000000,2858640
ALRS,D,20221121,000000,66.5100000,66.5200000,65.1500000,65.7300000,5070410
ALRS,D,20221122,000000,65.5100000,66.4500000,65.0000000,66.2300000,4328680
ALRS,D,20221123,000000,66.3900000,66.4800000,65.4400000,65.8800000,7304090
ALRS,D,20221124,000000,65.9000000,66.1100000,65.6000000,65.7600000,4236770
ALRS,D,20221125,000000,65.7800000,66.0400000,65.1000000,65.2800000,5403530
ALRS,D,20221128,000000,65.1400000,65.2000000,64.1300000,64.7200000,6248890
ALRS,D,20221129,000000,64.6900000,65.1900000,64.4100000,65.0000000,4860550
ALRS,D,20221130,000000,65.0700000,65.2600000,64.6100000,64.9900000,4788930
ALRS,D,20221201,000000,65.0000000,65.0700000,64.4400000,64.6600000,5057350
ALRS,D,20221202,000000,64.5300000,64.6600000,63.9300000,64.1600000,5244240
ALRS,D,20221205,000000,64.1600000,65.0000000,63.6300000,64.7000000,5817920
ALRS,D,20221206,000000,64.7600000,65.4700000,64.5000000,64.6100000,4760660
ALRS,D,20221207,000000,64.5000000,64.9800000,64.0300000,64.6600000,3939860
ALRS,D,20221208,000000,64.7900000,64.8200000,64.3900000,64.5900000,1503690
ALRS,D,20221209,000000,64.5900000,64.8600000,60.7700000,61.5200000,38064830
ALRS,D,20221212,000000,60.8500000,61.5200000,60.3100000,61.1500000,18429920
ALRS,D,20221213,000000,61.3200000,61.5000000,60.6000000,61.2700000,8853520
ALRS,D,20221214,000000,61.3400000,61.6800000,60.6100000,60.8000000,7554670
ALRS,D,20221215,000000,60.6800000,60.7800000,59.8700000,60.4100000,8563860
ALRS,D,20221216,000000,60.4100000,61.0000000,60.0500000,60.9000000,5501900
ALRS,D,20221219,000000,60.9000000,60.9800000,59.4000000,59.8900000,9184170
ALRS,D,20221220,000000,59.8900000,60.4000000,58.8400000,60.1600000,15461040
ALRS,D,20221221,000000,60.3000000,60.5000000,58.9300000,59.4900000,9974830
ALRS,D,20221222,000000,59.5400000,59.7300000,58.9600000,59.2200000,8160960
ALRS,D,20221223,000000,59.2100000,59.4400000,58.8500000,59.2000000,5899440
ALRS,D,20221226,000000,59.2400000,59.6700000,59.0400000,59.3100000,7042480
ALRS,D,20221227,000000,59.4200000,59.4400000,58.9000000,59.1100000,8921860
ALRS,D,20221228,000000,59.1000000,59.1200000,58.0100000,58.2200000,15268570
ALRS,D,20221229,000000,58.1800000,59.0000000,58.0000000,58.9900000,6763360
ALRS,D,20221230,000000,59.0100000,59.1800000,58.5000000,58.8200000,5776350
ALRS,D,20230103,000000,58.8400000,59.5300000,58.8400000,59.3500000,4520410
ALRS,D,20230104,000000,59.4800000,59.4800000,59.0900000,59.2800000,2064870
ALRS,D,20230105,000000,59.3000000,59.3400000,58.5800000,58.8900000,3960790
ALRS,D,20230106,000000,58.8000000,58.9900000,58.7200000,58.8300000,1763580
ALRS,D,20230109,000000,59.0600000,59.2500000,58.7500000,59.1600000,5874630
ALRS,D,20230110,000000,59.2600000,59.8300000,58.8700000,59.8100000,7748120
ALRS,D,20230111,000000,59.9000000,60.8000000,59.8500000,60.7500000,12268520
ALRS,D,20230112,000000,60.8100000,60.8600000,59.8700000,60.1000000,8466840
ALRS,D,20230113,000000,60.0400000,60.4100000,59.7700000,60.0900000,7015890
ALRS,D,20230116,000000,60.2000000,62.6000000,60.0000000,62.5200000,29500590
ALRS,D,20230117,000000,63.1100000,63.6800000,61.6000000,61.7900000,36983110
ALRS,D,20230118,000000,61.9100000,62.7000000,61.1000000,61.6800000,16021520
ALRS,D,20230119,000000,61.5800000,61.6200000,59.8000000,60.3000000,28360270
ALRS,D,20230120,000000,60.4100000,60.6200000,59.9000000,60.1600000,10507070
ALRS,D,20230123,000000,60.4600000,61.8800000,60.0900000,61.5400000,17776670
ALRS,D,20230124,000000,61.7500000,61.8500000,60.5600000,60.7000000,15283040
ALRS,D,20230125,000000,60.6800000,60.9300000,60.1100000,60.8700000,7445660
ALRS,D,20230126,000000,60.9200000,61.0900000,60.2200000,60.4400000,7849420
ALRS,D,20230127,000000,60.5200000,61.1100000,60.1800000,60.7800000,7777940
ALRS,D,20230130,000000,61.2000000,61.6900000,60.9100000,61.5500000,10356570
ALRS,D,20230131,000000,61.6000000,62.4800000,61.5600000,62.0000000,13164160
ALRS,D,20230201,000000,62.1100000,62.4000000,61.2400000,61.7300000,12426930
ALRS,D,20230202,000000,61.9000000,61.9400000,61.1600000,61.6200000,8552610
ALRS,D,20230203,000000,61.5400000,61.9900000,60.8500000,61.7200000,8857650
ALRS,D,20230206,000000,61.9700000,62.8800000,61.7300000,62.5500000,15156150
ALRS,D,20230207,000000,62.5500000,63.4100000,61.9000000,62.3400000,12565330
ALRS,D,20230208,000000,62.4200000,62.8000000,61.3000000,61.9900000,11367910
ALRS,D,20230209,000000,62.0600000,62.0700000,61.5300000,61.7800000,6498850
ALRS,D,20230210,000000,61.6700000,62.0600000,61.5300000,61.8200000,4208650
ALRS,D,20230213,000000,61.8300000,62.1900000,61.6100000,61.7300000,4870440
ALRS,D,20230214,000000,61.7000000,61.7900000,59.2500000,60.3900000,14530810
ALRS,D,20230215,000000,60.1900000,60.1900000,58.1200000,58.8800000,14852710
ALRS,D,20230216,000000,59.0700000,59.5900000,58.5300000,58.9400000,8136950
ALRS,D,20230217,000000,58.7300000,59.4900000,58.7000000,59.3900000,5737240
ALRS,D,20230220,000000,59.6600000,59.8800000,58.2500000,59.0500000,18626620
ALRS,D,20230221,000000,58.9000000,60.3000000,58.8100000,59.8800000,12575550
ALRS,D,20230222,000000,59.9000000,60.1500000,59.4500000,59.9500000,4387810
ALRS,D,20230224,000000,60.1500000,60.8000000,58.6100000,59.3900000,24603560
ALRS,D,20230227,000000,59.1000000,60.3000000,59.0100000,60.2200000,7322610
ALRS,D,20230228,000000,60.3900000,60.6500000,60.1300000,60.5200000,7248770
ALRS,D,20230301,000000,60.6800000,61.5300000,60.4000000,61.3500000,10258940
ALRS,D,20230302,000000,61.3400000,61.7700000,59.9600000,60.4500000,10978790
ALRS,D,20230303,000000,60.8400000,62.3000000,60.8000000,62.1800000,29141280
ALRS,D,20230306,000000,62.2900000,62.8200000,61.7200000,61.8800000,11826810
ALRS,D,20230307,000000,61.7200000,61.9900000,61.3000000,61.6000000,7083040
ALRS,D,20230309,000000,61.7000000,62.3500000,61.4300000,61.5000000,5223930
ALRS,D,20230310,000000,61.3500000,61.7400000,61.0000000,61.5500000,4380350
ALRS,D,20230313,000000,61.6300000,62.1800000,60.6000000,61.0500000,8858320
ALRS,D,20230314,000000,61.0500000,61.6600000,60.7500000,61.3500000,5446390
ALRS,D,20230315,000000,61.4700000,61.7000000,60.3100000,60.6900000,8936650
ALRS,D,20230316,000000,60.6700000,60.9600000,59.8800000,60.4000000,8082600
ALRS,D,20230317,000000,60.4000000,60.9500000,60.3000000,60.8000000,10876150
ALRS,D,20230320,000000,60.9200000,63.2300000,60.8500000,63.1200000,23947630
ALRS,D,20230321,000000,63.3900000,65.8000000,62.8500000,64.2400000,46934500
ALRS,D,20230322,000000,64.2500000,64.9000000,63.5900000,63.7900000,13555130
ALRS,D,20230323,000000,63.9000000,64.1000000,63.0700000,63.7900000,11794730
ALRS,D,20230324,000000,63.7900000,63.9200000,63.2100000,63.5400000,6413660
ALRS,D,20230327,000000,63.7300000,65.6000000,63.7100000,65.4400000,20158890
ALRS,D,20230328,000000,65.6600000,65.9000000,64.1000000,64.8700000,12103620
ALRS,D,20230329,000000,64.9900000,65.1100000,64.2100000,64.5600000,8010150
ALRS,D,20230330,000000,64.3700000,67.2000000,64.2000000,66.5100000,28776410
ALRS,D,20230331,000000,66.5500000,66.9000000,64.7000000,65.9900000,21822670
ALRS,D,20230403,000000,66.9100000,67.3700000,66.1800000,66.7800000,17026640
ALRS,D,20230404,000000,67.0000000,67.1500000,65.6100000,66.2600000,17398060
ALRS,D,20230405,000000,66.2200000,67.0500000,65.2500000,66.5500000,11956930
ALRS,D,20230406,000000,66.7000000,67.7800000,65.8100000,65.9900000,22949300
ALRS,D,20230407,000000,66.1100000,66.8400000,66.0200000,66.6400000,12617860
ALRS,D,20230410,000000,66.8500000,67.9500000,66.7700000,67.7900000,16815570
ALRS,D,20230411,000000,67.9500000,68.7400000,66.3000000,66.8000000,23614750
ALRS,D,20230412,000000,66.9500000,67.4400000,66.0100000,66.5700000,16928150
ALRS,D,20230413,000000,66.3600000,66.4900000,65.3200000,65.9600000,11449550
ALRS,D,20230414,000000,65.9300000,66.4800000,65.5300000,66.4000000,6547940
ALRS,D,20230417,000000,66.5700000,67.3000000,66.5300000,67.0700000,8488210
ALRS,D,20230418,000000,67.2100000,67.5800000,66.6300000,67.2200000,9818460
ALRS,D,20230419,000000,67.3300000,67.7900000,66.3000000,66.6800000,15438290
ALRS,D,20230420,000000,66.6800000,67.6900000,65.7100000,67.1900000,12914880
ALRS,D,20230421,000000,67.3600000,68.7800000,66.9300000,68.1700000,18945550
ALRS,D,20230424,000000,68.0400000,69.0900000,67.5600000,68.1100000,14374040
ALRS,D,20230425,000000,68.2000000,68.4900000,67.3800000,67.5500000,8332140
ALRS,D,20230426,000000,67.7300000,68.6500000,67.4000000,68.0400000,10113690
ALRS,D,20230427,000000,68.1200000,68.5400000,67.5600000,68.3400000,11521520
ALRS,D,20230428,000000,68.5100000,68.9700000,66.8600000,67.7500000,11685910
ALRS,D,20230502,000000,67.9100000,68.2000000,66.1700000,66.7000000,9599860
ALRS,D,20230503,000000,66.7400000,67.5100000,64.8100000,65.4000000,15597250
ALRS,D,20230504,000000,65.5100000,66.1100000,65.0500000,65.8600000,6591730
ALRS,D,20230505,000000,65.9000000,66.4000000,64.6700000,64.7900000,7567360
ALRS,D,20230508,000000,64.7400000,65.0600000,64.1000000,64.5300000,3377600
ALRS,D,20230510,000000,65.6500000,66.5000000,64.5600000,65.9600000,20275110
ALRS,D,20230511,000000,66.1200000,66.9700000,64.5800000,65.4900000,14519960
ALRS,D,20230512,000000,65.5600000,65.9500000,65.0100000,65.6500000,6374250
ALRS,D,20230515,000000,65.7300000,67.5000000,65.7000000,67.4000000,9969490
ALRS,D,20230516,000000,67.5200000,67.9000000,66.6500000,67.3600000,7842020
ALRS,D,20230517,000000,67.8200000,68.4200000,67.0500000,67.7000000,13526640
ALRS,D,20230518,000000,67.7300000,67.9700000,66.7100000,66.8900000,11811870
ALRS,D,20230519,000000,66.0000000,66.4400000,65.4400000,66.2500000,13687180
ALRS,D,20230522,000000,66.5000000,66.9200000,65.9000000,66.8100000,6500840
ALRS,D,20230523,000000,66.9100000,66.9100000,66.0000000,66.6300000,5782810
ALRS,D,20230524,000000,66.6000000,67.3500000,66.1200000,66.9500000,7429830
ALRS,D,20230525,000000,67.0000000,67.1500000,65.8000000,66.3400000,7020740
ALRS,D,20230526,000000,66.1900000,66.9500000,66.0600000,66.7800000,5974930
ALRS,D,20230529,000000,67.0000000,67.8800000,66.6100000,66.9400000,16205030
ALRS,D,20230530,000000,66.5800000,71.4400000,66.1300000,67.5300000,148633460
ALRS,D,20230531,000000,64.3800000,65.9600000,64.0000000,65.7900000,55868030
ALRS,D,20230601,000000,66.0300000,66.8100000,65.2800000,65.5000000,11145330
ALRS,D,20230602,000000,65.5400000,66.1700000,65.3000000,66.0800000,13321980
ALRS,D,20230605,000000,66.3200000,66.9400000,65.6000000,65.8000000,16210450
ALRS,D,20230606,000000,65.7000000,66.1700000,65.2100000,66.1000000,9121590
ALRS,D,20230607,000000,66.1400000,66.3600000,65.7300000,65.9800000,6350150
ALRS,D,20230608,000000,66.0500000,66.2200000,65.7600000,66.0500000,3591150
ALRS,D,20230609,000000,66.0700000,67.5000000,65.8700000,66.9300000,18150260
ALRS,D,20230613,000000,67.1000000,67.7500000,67.0900000,67.6200000,10746590
ALRS,D,20230614,000000,67.7300000,68.3600000,67.0000000,68.3600000,15265720
ALRS,D,20230615,000000,68.5300000,68.7500000,67.0500000,67.4400000,23821130
ALRS,D,20230616,000000,67.5200000,67.6400000,66.7000000,67.0400000,12352950
ALRS,D,20230619,000000,69.5100000,69.8000000,68.0100000,69.3000000,48499810
ALRS,D,20230620,000000,69.1900000,69.7100000,67.8000000,68.8600000,19124760
ALRS,D,20230621,000000,68.8700000,69.0900000,68.3000000,68.8100000,8070280
ALRS,D,20230622,000000,68.6900000,68.9700000,68.2900000,68.3800000,8572970
ALRS,D,20230623,000000,68.2800000,68.6500000,66.4000000,66.8900000,20198270
ALRS,D,20230626,000000,67.2800000,67.5300000,66.1000000,67.0700000,15810270
ALRS,D,20230627,000000,67.1600000,67.8700000,67.1000000,67.6100000,7019860
ALRS,D,20230628,000000,67.7500000,67.8000000,67.1000000,67.4500000,5061620
ALRS,D,20230629,000000,67.5800000,68.7700000,67.5800000,68.6400000,11368510
ALRS,D,20230630,000000,68.8200000,71.2300000,68.2100000,70.3000000,37348630
ALRS,D,20230703,000000,70.6300000,72.3500000,70.2300000,71.2900000,35752450
ALRS,D,20230704,000000,71.4800000,71.8000000,69.8000000,70.0800000,19132250
ALRS,D,20230705,000000,70.1100000,71.1200000,69.8700000,70.8000000,14812210
ALRS,D,20230706,000000,71.0600000,71.6700000,70.5600000,71.0700000,21096280
ALRS,D,20230707,000000,71.4000000,72.2600000,70.8200000,72.1800000,16228220
ALRS,D,20230710,000000,72.3000000,74.3000000,72.2800000,74.1400000,32432980
ALRS,D,20230711,000000,74.2900000,75.0700000,73.7200000,74.6700000,23694180
ALRS,D,20230712,000000,74.8400000,76.8500000,74.7000000,76.7900000,27722990
ALRS,D,20230713,000000,76.9700000,77.5900000,75.6000000,77.3300000,34955190
ALRS,D,20230714,000000,77.3400000,78.2900000,76.6500000,77.8900000,19261030
ALRS,D,20230717,000000,77.4900000,78.7500000,77.0000000,78.5700000,19377670
ALRS,D,20230718,000000,78.6300000,81.8900000,78.6000000,81.7700000,53237140
ALRS,D,20230719,000000,81.9000000,82.5200000,80.8500000,81.1300000,20255030
ALRS,D,20230720,000000,81.1000000,81.1200000,78.6500000,79.0600000,35002010
ALRS,D,20230721,000000,78.8200000,81.2000000,78.8200000,81.0700000,16002570
ALRS,D,20230724,000000,81.0600000,81.8500000,80.1600000,80.8000000,13824110
